day total gv gu gd ga gn gl lg lb la ln lo tt tr ts li lv to lt lu tk th ti tg te ta yi yo de da oj dz st dv qu kn el eo en zh ee za mh eu et es ru rw rm rn ro jv be bg ba wa wo bm bn bo bh bi br bs ja om ms ty oc und tw os or xh ch co ca ce cy cs cr cv cu ve ps pt unknown tl pa pi ak pl hz hy hr iu ht hu hi ho ha he mg uz ml mn mi ik mk ur mt uk mr ug my ki aa ab ae ss af tn vi is in am it iw an ii ia as ar su io av ay az ie id ig sk nl nn no na nb nd ne ng ny vo zu so nr nv sn fr sm fy fa ff fi fj sa fo ka kg ckb kk sr sq ko sv km kl ks kr si kj kw kv ku sl sc ky sg sw se sd 
0 158723 0 0 0 0 0 0 0 0 0 0 0 0 900 0 0 67 0 73 0 0 709 0 0 0 5 0 0 263 82 0 0 0 0 0 1 18 0 65050 130 0 0 0 94 216 19932 377 0 0 0 80 0 0 3 0 0 0 0 2 0 0 0 0 0 4824 0 0 0 0 10996 0 0 0 0 0 0 0 0 112 61 0 0 0 0 1 44149 0 2243 1 0 0 97 0 0 0 0 374 75 185 0 0 0 0 0 2 0 0 0 0 22 0 10 10 0 0 0 0 0 0 0 0 0 26 63 2686 0 520 4 0 0 0 0 1956 0 0 0 0 0 0 0 0 0 250 0 57 0 0 0 26 0 0 0 0 0 0 0 0 1366 0 0 29 0 143 0 0 0 0 0 0 0 0 0 340 72 0 0 0 0 4 0 0 0 0 17 0 0 0 0 0 0 
1 158912 0 3 0 0 0 0 0 0 0 0 1 0 547 0 0 64 0 74 0 0 862 0 0 3 27 0 0 202 62 0 0 0 0 0 6 5 0 65295 149 0 0 0 112 217 20848 348 0 0 0 82 0 0 3 0 0 0 0 4 0 0 0 0 0 5315 0 0 0 0 10963 0 0 0 0 0 0 0 0 97 61 0 0 0 0 0 43334 0 2470 0 0 0 112 0 0 0 0 385 68 282 0 0 0 0 0 3 0 0 0 0 68 0 10 8 0 0 0 0 0 0 0 0 0 41 30 2926 0 429 1 0 0 0 0 1496 0 0 0 0 0 0 0 0 0 217 0 58 0 0 0 53 0 0 0 0 0 0 0 0 1059 0 0 24 0 112 0 0 0 0 0 0 0 0 0 284 72 0 0 0 0 7 0 0 0 0 13 0 0 0 0 0 0 
2 157272 0 6 0 0 0 0 0 0 0 0 2 0 982 0 0 50 0 54 0 0 1192 0 0 4 30 0 0 209 79 0 0 0 0 0 4 6 0 71926 150 0 0 0 90 226 21748 505 0 0 0 48 0 0 4 0 0 0 0 12 0 0 0 0 0 6071 0 0 0 0 11520 0 0 3 0 0 0 0 0 99 45 0 0 0 0 0 30783 0 2886 2 0 0 100 0 0 0 0 403 52 463 0 0 0 0 0 3 0 0 0 0 53 0 9 16 0 5 0 0 0 0 0 0 0 55 40 3453 0 372 15 0 0 0 0 1628 0 0 0 0 0 0 0 0 0 205 0 57 0 0 0 40 0 0 0 0 0 0 0 0 849 0 0 37 0 136 0 0 0 0 0 0 0 1 0 407 79 0 0 0 0 30 0 0 0 0 28 0 0 0 0 0 0 
3 155308 0 14 0 0 0 0 0 0 0 0 1 0 700 0 0 59 0 84 0 0 1261 0 0 5 53 0 0 274 91 0 0 0 0 0 15 34 0 76934 169 0 0 0 115 232 20898 650 0 0 0 63 0 0 4 0 0 0 0 8 0 0 0 0 0 8931 0 0 0 0 12308 0 0 4 0 0 0 0 0 172 52 0 0 0 0 0 19335 0 2886 1 0 0 136 0 0 0 0 503 82 590 0 0 0 0 0 8 0 0 0 0 70 0 13 18 0 0 0 0 0 0 0 0 0 36 46 3476 0 342 27 0 0 0 0 2377 0 0 0 0 0 0 0 0 0 588 0 77 0 0 0 49 0 0 0 0 0 0 0 0 793 0 0 29 0 166 0 0 0 0 0 0 0 2 0 361 132 2 0 0 0 16 0 0 0 0 16 0 0 0 0 0 0 
4 151266 0 17 0 0 0 0 0 0 0 0 0 0 1487 0 0 52 0 52 0 0 1514 0 0 3 47 0 0 517 211 0 0 0 0 0 3 59 0 84208 178 0 0 0 88 266 15970 1147 0 0 0 59 0 0 7 0 0 0 0 18 0 0 0 0 0 7325 0 0 0 0 11805 0 0 1 0 0 0 0 0 88 71 0 0 0 0 2 11157 0 3335 1 0 0 168 0 0 0 0 422 79 629 0 0 0 0 0 11 0 0 0 0 73 0 21 14 0 2 0 0 0 0 0 0 0 43 25 3927 0 514 53 0 0 0 0 2953 0 0 0 0 0 0 0 0 0 443 0 206 0 0 0 57 0 0 0 0 0 0 0 0 987 0 0 23 0 234 0 0 0 0 0 1 0 6 0 457 176 0 0 0 0 24 0 0 0 0 30 0 0 0 0 0 0 
5 127820 0 29 0 0 0 0 0 0 0 0 0 0 2725 0 0 56 0 58 0 0 1858 0 0 3 50 0 0 670 117 0 0 0 0 0 7 117 0 64149 249 0 0 0 65 273 11040 1736 0 0 0 69 0 0 25 0 0 0 0 13 0 0 0 0 0 7780 0 0 0 0 10719 0 0 0 0 0 0 0 0 65 66 0 0 0 0 1 7260 0 3577 1 0 0 309 0 1 0 0 366 85 927 0 0 0 0 0 3 0 0 0 0 165 0 72 16 0 1 0 0 0 0 0 0 0 48 24 4711 0 837 65 0 0 0 0 3540 0 0 0 0 0 0 0 0 0 638 0 72 0 0 0 56 0 0 0 0 0 0 0 0 1915 0 0 79 0 322 0 0 0 0 0 1 0 9 0 497 233 0 0 0 0 9 0 0 0 0 41 0 0 0 0 0 0 
6 109747 0 19 0 0 0 0 0 0 0 0 3 0 3398 0 0 62 0 42 0 0 1919 0 0 6 62 0 0 857 114 0 0 0 1 0 9 195 0 49767 239 0 0 0 80 238 7457 2062 0 0 0 75 0 0 36 0 0 0 0 21 0 0 0 0 0 8657 0 0 0 0 8961 0 0 1 0 0 0 0 0 70 101 0 0 0 0 3 4427 0 3582 4 0 0 363 0 0 0 0 304 71 1024 0 0 0 0 0 12 0 0 0 0 204 0 85 24 0 2 0 0 0 0 0 0 0 84 20 4942 5 1048 78 0 0 0 0 4094 0 0 0 0 0 0 0 0 0 895 0 95 0 0 0 33 0 0 0 0 0 0 0 0 2599 0 0 68 0 344 0 0 0 2 0 2 0 13 0 520 285 0 0 0 0 3 0 0 0 0 60 0 0 0 0 0 0 
7 104974 0 39 0 0 0 0 0 0 0 0 0 0 3778 0 0 79 0 35 0 0 2103 0 0 5 39 0 0 1099 145 0 0 0 0 0 10 205 0 43273 225 0 0 0 61 270 6171 2299 0 0 0 79 0 0 61 0 0 0 0 20 0 0 0 0 0 9592 0 0 0 0 8368 0 0 0 0 0 0 0 0 78 130 0 0 0 0 1 4512 0 3579 1 0 0 461 0 0 0 0 271 97 971 0 0 0 0 0 5 0 0 0 0 158 0 158 11 0 2 0 0 0 0 0 0 0 62 27 4727 0 1371 90 0 0 0 0 4334 0 0 0 0 0 0 0 0 0 986 0 118 0 0 0 36 0 0 0 0 0 0 0 0 3391 0 0 101 0 335 0 0 0 0 0 1 0 19 0 563 361 0 0 0 0 7 0 0 0 0 54 0 0 0 0 0 0 
8 115295 0 28 0 0 0 0 0 0 0 0 2 0 3910 0 0 89 0 44 0 0 2221 0 0 2 49 0 0 1161 149 0 0 0 0 0 8 194 0 39233 214 0 0 0 81 276 5843 2221 0 0 0 83 0 0 39 0 0 0 0 15 0 0 0 0 0 17294 0 0 0 0 8529 0 0 3 0 0 0 0 0 72 115 0 0 0 0 0 10385 0 3766 1 0 0 561 0 1 0 0 284 81 660 0 0 0 0 0 15 0 0 0 0 119 0 137 22 0 4 0 0 0 0 0 0 0 97 36 4764 1 1356 95 0 0 0 0 4320 0 0 0 0 0 0 0 0 0 1028 0 123 0 0 0 38 0 0 0 0 0 0 0 0 4062 0 0 109 0 271 0 0 0 1 0 8 0 66 0 622 332 0 0 0 0 15 0 0 0 0 40 0 0 0 0 0 0 
9 120520 0 16 0 0 0 0 0 0 0 0 0 0 4147 0 0 93 0 42 0 0 2169 0 0 9 53 0 0 1201 156 0 0 0 0 0 15 144 0 39229 253 0 0 0 90 244 7319 2298 0 0 0 95 0 0 30 0 0 0 0 17 0 0 0 0 0 14921 0 0 0 0 8862 0 0 6 0 0 0 0 0 62 106 0 0 0 0 2 14139 0 4629 2 0 0 585 0 3 0 0 262 68 644 0 0 0 0 0 7 0 0 0 0 161 0 138 15 0 1 0 0 0 0 0 0 0 92 22 4720 0 1542 100 0 0 0 0 4656 0 0 0 0 0 0 0 0 0 1106 0 155 0 0 0 71 0 0 0 0 0 0 0 0 4347 0 0 91 0 249 0 0 0 2 0 4 0 52 0 642 377 2 0 0 0 10 0 0 0 0 46 0 0 0 0 0 1 
10 129941 0 24 0 0 0 0 0 0 0 0 0 0 4114 0 0 83 0 55 0 0 2089 0 0 11 87 0 0 1074 122 0 0 0 0 0 4 154 0 42199 250 0 0 0 97 264 10553 2266 0 0 0 60 0 0 36 0 0 0 0 12 0 0 0 0 0 14217 0 0 0 0 9979 0 0 3 0 0 0 0 0 79 121 0 0 0 0 4 15214 0 5488 2 0 0 489 0 3 0 0 289 78 699 0 0 0 0 0 11 0 0 0 0 185 0 118 19 0 0 0 0 0 0 0 0 0 84 44 5178 0 1617 82 0 0 0 0 5119 0 0 0 0 0 0 0 0 0 1098 0 116 0 0 0 54 0 0 0 0 0 0 0 0 4462 0 0 158 0 273 0 0 0 1 0 1 0 24 0 647 342 0 0 0 0 26 0 0 0 0 62 0 0 0 0 0 1 
11 142173 0 26 0 0 0 0 0 0 0 0 0 0 3824 0 0 63 0 65 0 0 2584 0 0 3 39 0 0 1158 151 0 0 0 0 0 7 158 0 49531 270 0 0 0 101 313 13512 2247 0 0 0 106 0 0 33 0 0 0 0 15 0 0 0 0 0 13776 0 0 0 0 10718 0 0 1 0 0 0 0 0 80 95 0 0 0 0 0 17028 0 5901 1 0 0 485 0 3 0 0 311 89 635 0 0 0 0 0 6 0 0 0 0 137 0 111 35 0 0 0 0 0 0 0 0 0 93 43 5417 0 1508 83 0 0 0 0 5018 0 0 0 0 0 0 0 0 0 996 0 106 0 0 0 54 0 0 0 0 0 0 0 0 3789 0 0 143 0 238 0 0 0 0 0 2 0 29 0 601 372 0 0 0 0 10 0 0 0 0 51 0 0 0 0 0 2 
12 151918 0 15 0 0 0 0 0 0 0 0 1 0 3556 0 0 78 0 57 0 0 2676 0 0 3 48 0 0 1360 131 0 0 0 0 0 4 171 0 57186 329 0 0 0 99 289 15500 2240 0 0 0 102 0 0 18 0 0 0 0 17 0 0 0 0 0 13325 0 0 0 0 11160 0 0 0 0 0 0 0 0 83 114 0 0 0 0 0 18466 0 6262 1 0 0 456 0 2 0 0 346 92 650 0 0 0 0 0 9 0 0 0 0 118 0 117 38 0 0 0 0 0 0 0 0 0 63 42 5262 0 1462 80 0 0 0 0 4154 0 0 0 0 0 0 0 0 0 821 0 114 0 0 0 50 0 0 0 0 0 0 0 0 3396 0 0 99 0 202 0 0 0 0 0 1 0 25 0 667 292 1 0 0 0 10 0 0 0 0 57 0 0 0 0 0 1 
13 156947 0 15 0 0 0 0 0 0 0 0 1 0 4052 0 0 87 0 65 0 0 2458 0 0 3 48 0 0 754 112 0 0 0 0 0 1 149 0 61764 210 0 0 0 104 297 15851 1978 0 0 0 103 0 0 16 0 0 0 0 16 0 0 0 0 0 12128 0 0 0 0 10985 0 0 9 0 0 0 0 0 77 99 0 0 0 0 0 21703 0 6320 0 0 0 419 0 3 0 0 389 105 604 0 0 0 0 0 22 0 0 0 0 140 0 71 25 0 3 0 0 0 0 0 0 0 60 35 4885 1 1248 69 0 0 0 0 4064 0 0 0 0 0 0 0 0 0 811 0 109 0 0 0 54 0 0 0 0 0 0 0 0 3122 0 0 111 0 248 0 0 0 0 0 2 0 17 0 553 291 1 0 0 0 17 0 0 0 0 63 0 0 0 0 0 0 
14 158682 0 9 0 0 0 0 0 0 0 0 0 0 5003 0 0 75 0 50 0 0 2696 0 0 6 45 0 0 755 122 0 0 0 0 0 7 149 0 65836 269 0 0 0 106 273 16117 2006 0 0 0 105 0 0 38 0 0 0 0 15 0 0 0 0 0 9881 0 0 0 0 11066 0 0 5 0 0 0 0 0 66 93 0 0 0 0 0 21501 0 5687 4 0 0 405 0 1 0 0 383 82 692 0 0 0 0 0 15 0 0 0 0 124 0 67 7 0 1 0 0 0 0 0 0 0 52 35 4529 0 1236 72 0 0 0 0 3765 0 0 0 0 0 0 0 0 0 858 0 104 0 0 0 52 0 0 0 0 0 0 0 0 2993 0 0 118 0 226 0 0 0 0 0 1 0 21 0 518 273 0 0 0 0 11 0 0 0 0 55 0 0 0 0 0 1 
15 158699 0 23 0 0 0 0 0 0 0 0 1 0 4246 0 0 65 0 48 0 0 2981 0 0 2 52 0 0 863 131 0 0 0 0 0 12 130 0 69030 197 0 0 0 116 268 17202 2036 0 0 0 78 0 0 23 0 0 0 0 20 0 0 0 0 0 7291 0 0 0 0 12002 0 0 3 0 0 0 0 0 89 99 0 0 0 0 0 20318 0 4525 6 0 0 457 0 0 0 0 360 104 653 0 0 0 0 0 21 0 0 0 0 143 0 95 19 0 1 0 0 0 0 0 0 0 36 45 4182 1 1145 76 0 0 0 0 4179 0 0 0 0 0 0 0 0 0 802 0 121 0 0 0 53 0 0 0 0 0 0 0 0 3170 0 0 147 0 210 0 0 0 2 0 1 0 44 0 434 271 0 0 0 0 18 0 0 0 0 49 0 0 0 0 0 3 
16 158527 0 13 0 0 0 0 0 0 0 0 1 0 6316 0 0 74 0 72 0 0 2411 0 0 6 57 0 0 871 121 0 0 0 0 0 18 114 0 73085 142 0 0 0 110 271 16935 2190 0 0 0 111 0 0 26 0 0 0 0 26 0 0 0 0 0 4036 0 0 0 0 11896 0 0 2 0 0 0 0 0 57 120 0 0 0 0 0 18322 0 3277 4 0 0 399 0 0 0 0 419 87 706 0 0 0 0 0 16 0 0 0 0 143 0 110 17 0 0 0 0 0 0 0 0 0 30 59 3401 0 1261 77 0 0 0 0 5494 0 0 0 0 0 0 0 0 0 887 0 133 0 0 0 47 0 0 0 0 0 0 0 0 3456 0 0 82 0 233 0 0 0 0 0 1 0 32 0 389 309 1 0 0 0 9 0 0 0 0 45 0 0 0 0 0 0 
17 157323 0 12 0 0 0 0 0 0 0 0 0 0 6208 0 0 66 0 60 0 0 1709 0 0 8 49 0 0 898 160 0 0 0 0 0 1 116 0 73168 108 0 0 0 103 252 17347 2321 0 0 0 100 0 0 20 0 0 0 0 15 0 0 0 0 0 2475 0 0 0 0 11608 0 0 0 0 0 0 0 0 74 115 0 0 0 0 1 18172 0 2120 2 0 0 470 0 2 0 0 380 90 690 0 0 0 0 0 8 0 0 0 0 152 0 114 24 0 2 0 0 0 0 0 0 0 45 40 2603 1 1347 69 0 0 0 0 7944 0 0 0 0 0 0 0 0 0 914 0 118 0 0 0 25 0 0 0 0 0 0 0 0 3902 0 0 106 0 222 0 0 0 0 0 4 0 25 0 242 432 0 0 0 0 16 0 0 0 0 45 0 0 0 0 0 3 
18 157228 0 10 0 0 0 0 0 0 0 0 0 0 5988 0 0 71 0 51 0 0 1050 0 0 2 22 0 0 891 137 0 0 0 0 0 1 130 0 73674 69 0 0 0 77 252 16712 2305 0 0 0 117 0 0 24 0 0 0 0 13 0 0 0 0 0 1629 0 0 0 0 11960 0 0 1 0 0 0 0 0 74 125 0 0 0 0 3 19182 0 1477 5 0 0 551 0 3 0 0 410 60 408 0 0 0 0 0 6 0 0 0 0 109 0 71 19 0 0 0 0 0 0 0 0 0 28 53 1872 0 1432 92 0 0 0 0 9765 0 0 0 0 0 0 0 0 0 966 0 126 0 0 0 10 0 0 0 0 0 0 0 0 4158 0 0 111 0 284 0 0 0 1 0 3 0 26 0 137 418 0 0 0 0 2 0 0 0 0 54 0 0 0 0 0 1 
19 156269 0 3 0 0 0 0 0 0 0 0 0 0 5543 0 0 71 0 49 0 0 583 0 0 2 12 0 0 863 119 0 0 0 0 0 0 207 0 73850 52 0 0 0 77 240 16943 2349 0 0 0 93 0 0 25 0 0 0 0 18 0 0 0 0 0 1476 0 0 0 0 12294 0 0 0 0 0 0 0 0 88 124 0 0 0 0 2 21968 0 1187 2 0 0 552 0 4 0 0 377 85 230 0 0 0 0 0 17 0 0 0 0 107 0 92 6 0 0 0 0 0 0 0 0 0 22 53 1358 0 2309 60 0 0 0 0 6443 0 0 0 0 0 0 0 0 0 1025 0 142 0 0 0 2 0 0 0 0 0 0 0 0 4181 0 0 151 0 212 0 0 0 0 0 3 0 30 0 110 408 0 0 0 0 3 0 0 0 0 47 0 0 0 0 0 0 
20 157179 0 3 0 0 0 0 0 0 0 0 0 0 7633 0 0 57 0 58 0 0 294 0 0 0 4 0 0 925 151 0 0 0 0 0 0 196 0 71585 48 0 0 0 113 203 17941 1947 0 0 0 98 0 0 20 0 0 0 0 4 0 0 0 0 0 1954 0 0 0 0 11924 0 0 0 0 0 0 0 0 79 89 0 0 0 0 3 24784 0 1017 0 0 0 516 0 13 0 0 401 64 142 0 0 0 0 0 3 0 0 0 0 44 0 85 2 0 0 0 0 0 0 0 0 0 37 58 1151 0 2218 35 0 0 0 0 5094 0 0 0 0 0 0 0 0 0 888 0 121 0 0 0 2 0 0 0 0 0 0 0 0 4307 0 0 145 0 135 0 0 0 0 0 6 0 22 0 86 420 0 0 0 0 0 0 0 0 0 52 0 0 0 0 0 2 
21 156350 0 1 0 0 0 0 0 0 0 0 0 0 4967 0 0 54 0 57 0 0 224 0 0 0 2 0 0 685 114 0 0 0 0 0 0 105 0 70444 58 0 0 0 106 188 18309 1492 0 0 0 93 0 0 24 0 0 0 0 13 0 0 0 0 0 4097 0 0 0 0 11741 0 0 0 0 0 0 0 0 83 78 0 0 0 0 0 27101 0 1205 0 0 0 343 0 1 0 0 392 73 110 0 0 0 0 0 0 0 0 0 0 54 0 64 0 0 0 0 0 0 0 0 0 0 22 53 1318 0 1873 28 0 0 0 0 5190 0 0 0 0 0 0 0 0 0 759 0 89 0 0 0 1 0 0 0 0 0 0 0 0 4052 0 0 114 0 158 0 0 0 0 0 4 0 23 0 131 219 0 0 0 0 1 0 0 0 0 37 0 0 0 0 0 0 
22 155402 0 2 0 0 0 0 0 0 0 0 0 0 4419 0 0 40 0 55 0 0 268 0 0 0 5 0 0 459 91 0 0 0 0 0 0 68 0 67944 83 0 0 0 95 196 18559 900 0 0 0 78 0 0 11 0 0 0 0 8 0 0 0 0 0 6242 0 0 0 0 10987 0 0 0 0 0 0 0 0 75 99 0 0 0 0 0 30207 0 1656 0 0 0 225 0 0 0 0 381 74 115 0 0 0 0 0 1 0 0 0 0 50 0 29 4 0 0 0 0 0 0 0 0 0 18 41 1729 1 1038 19 0 0 0 0 4737 0 0 0 0 0 0 0 0 0 466 0 62 0 0 0 7 0 0 0 0 0 0 0 0 3269 0 0 129 0 88 0 0 0 0 0 4 0 14 0 207 115 0 0 0 0 4 0 0 0 0 27 0 0 0 0 0 1 
23 155500 0 0 0 0 0 0 0 0 0 0 0 0 2052 0 0 55 0 54 0 0 482 0 0 0 1 0 0 324 91 0 0 0 0 0 0 16 0 67506 114 0 0 0 99 198 18614 520 0 0 0 99 0 0 6 0 0 0 0 3 0 0 0 0 0 6573 0 0 0 0 10849 0 0 0 0 0 0 0 0 80 43 0 0 0 0 0 34714 0 1985 1 0 0 123 0 0 0 0 377 59 130 0 0 0 0 0 8 0 0 0 0 30 0 26 1 0 1 0 0 0 0 0 0 0 31 43 2321 0 572 11 0 0 0 0 3857 0 0 0 0 0 0 0 0 0 281 0 80 0 0 0 2 0 0 0 0 0 0 0 0 2477 0 0 46 0 92 0 0 0 0 0 0 0 7 0 296 120 1 0 0 0 9 0 0 0 0 20 0 0 0 0 0 0 
24 157508 0 0 0 0 0 0 0 0 0 0 0 0 1024 0 0 35 0 55 0 0 742 0 0 0 5 0 0 265 97 0 0 0 0 0 1 19 0 66860 134 0 0 0 133 189 18865 415 0 0 0 87 0 0 3 0 0 0 0 3 0 0 0 0 0 5487 0 0 0 0 10671 0 0 0 0 0 0 0 0 86 49 0 0 0 0 0 40450 0 2454 0 0 0 153 0 0 0 0 310 42 199 0 0 0 0 0 4 0 0 0 0 24 0 11 8 0 1 0 0 0 0 0 0 0 36 40 2725 0 497 5 0 0 0 0 2863 0 0 0 0 0 0 0 0 0 181 0 71 0 0 0 26 0 0 0 0 0 0 0 0 1653 0 0 39 0 102 0 0 0 0 0 2 0 5 0 277 78 0 0 0 0 4 0 0 0 0 23 0 0 0 0 0 0 
25 158375 0 2 0 0 0 0 0 0 0 0 0 0 661 0 0 51 0 77 0 0 859 0 0 1 22 0 0 254 86 0 0 0 0 0 8 16 0 68925 176 0 0 0 130 222 20249 384 0 0 0 86 0 0 4 0 0 0 0 8 0 0 0 0 0 5939 0 0 0 0 10600 0 0 0 0 0 0 0 0 89 52 0 0 0 0 0 38319 0 2780 0 0 0 139 0 0 0 0 397 64 286 0 0 0 0 0 5 0 0 0 0 33 0 8 9 0 1 0 0 0 0 0 0 0 57 40 3080 1 429 4 0 0 0 0 1783 0 0 0 0 0 0 0 0 0 185 0 81 0 0 0 41 0 0 0 0 0 0 0 0 1171 0 0 10 0 94 0 0 0 0 0 1 0 6 0 334 88 0 0 0 0 4 0 0 0 0 24 0 0 0 0 0 0 
26 156062 0 1 0 0 0 0 0 0 0 0 0 0 556 0 0 54 0 60 0 0 1088 0 0 2 31 0 0 223 93 0 0 0 0 0 6 16 0 68537 194 0 0 0 144 255 21623 514 0 0 0 70 0 0 4 0 0 0 0 4 0 0 0 0 0 6821 0 0 0 0 10986 0 0 1 0 0 0 0 0 67 47 0 0 0 0 0 33212 0 2799 3 0 0 129 0 0 0 0 360 54 489 0 0 0 0 0 8 0 0 0 0 45 0 8 31 0 0 0 0 0 0 0 0 0 70 43 3582 1 421 8 0 0 0 0 1645 0 0 0 0 0 0 0 0 0 172 0 67 0 0 0 43 0 0 0 0 0 0 0 0 858 0 0 18 0 101 0 0 0 0 0 0 0 3 0 391 68 0 0 0 0 13 0 0 0 0 23 0 0 0 0 0 0 
27 150523 0 13 0 0 0 0 0 0 0 0 0 0 851 0 0 37 0 70 0 0 1293 0 0 1 44 0 0 346 74 0 0 0 0 0 4 43 0 69416 195 0 0 0 99 222 20191 812 0 0 0 73 0 0 6 0 0 0 0 9 0 0 0 0 0 10801 0 0 0 0 10970 0 0 2 0 0 0 0 0 84 54 0 0 0 0 0 22290 0 3300 2 0 0 146 0 0 0 0 400 59 569 0 0 0 0 0 12 0 0 0 0 85 0 26 14 0 2 0 0 0 0 0 0 0 63 28 3935 0 366 34 0 0 0 0 1575 0 0 0 0 0 0 0 0 0 193 0 75 0 0 0 59 0 0 0 0 0 0 0 0 856 0 0 36 0 132 0 0 0 0 0 0 0 1 0 427 83 0 0 0 0 14 0 0 0 0 31 0 0 0 0 0 0 
28 137497 0 21 0 0 0 0 0 0 0 0 1 0 1664 0 0 34 0 62 0 0 1813 0 0 3 37 0 0 541 87 0 0 0 0 0 11 73 0 66641 259 0 0 0 89 248 16864 1214 0 0 0 78 0 0 16 0 0 0 0 6 0 0 0 0 0 8656 0 0 0 0 10380 0 0 4 0 0 0 0 0 71 78 0 0 0 0 1 13963 0 3695 4 0 0 204 0 4 0 0 379 58 614 0 0 0 0 0 8 0 0 0 0 114 0 30 15 0 1 0 0 0 0 0 0 0 64 22 4482 0 576 54 0 0 0 0 1766 0 0 0 0 0 0 0 0 0 374 0 67 0 0 0 59 0 0 0 0 0 0 0 0 1088 0 0 45 0 189 0 0 0 0 0 0 0 1 0 450 175 0 0 0 0 14 0 0 0 0 29 0 0 0 0 0 1 
29 119726 0 11 0 0 0 0 0 0 0 0 0 0 2837 0 0 54 0 47 0 0 1613 0 0 2 65 0 0 680 118 0 0 0 0 0 9 132 0 57579 258 0 0 0 77 269 11810 1616 0 0 0 83 0 0 33 0 0 0 0 17 0 0 0 0 0 8654 0 0 0 0 9361 0 0 1 0 0 0 0 0 72 85 0 0 0 0 0 7722 0 3686 3 0 0 312 0 0 0 0 337 77 730 0 0 0 0 0 9 0 0 0 0 141 0 61 23 0 0 0 0 0 0 0 0 0 43 31 4451 1 915 75 0 0 0 0 1921 0 0 0 0 0 0 0 0 0 577 0 84 0 0 0 48 0 0 0 0 0 0 0 0 1854 0 0 39 0 247 0 0 0 1 0 0 0 9 0 507 278 0 0 0 0 22 0 0 0 0 39 0 0 0 0 0 0 
30 113481 0 28 0 0 0 0 0 0 0 0 1 0 4209 0 0 59 0 50 0 0 1751 0 0 5 92 0 0 958 149 0 0 0 0 0 2 170 0 51512 259 0 0 0 73 257 8054 2229 0 0 0 65 0 0 17 0 0 0 0 18 0 0 0 0 0 9672 0 0 0 0 9159 0 0 4 0 0 0 0 0 64 101 0 0 0 0 3 4989 0 3509 2 0 0 502 0 4 0 0 280 58 766 0 0 0 0 0 10 0 0 0 0 169 0 120 24 0 0 0 0 0 0 0 0 0 76 23 4949 0 1172 64 0 0 0 0 2931 0 0 0 0 0 0 0 0 0 785 0 94 0 0 0 27 0 0 0 0 0 0 0 0 2764 0 0 82 0 252 0 0 0 1 0 0 0 21 0 441 371 0 0 0 0 7 0 0 0 0 23 0 0 0 0 0 4 
31 114972 0 28 0 0 0 0 0 0 0 0 0 0 3839 0 0 81 0 41 0 0 1660 0 0 25 52 0 0 1284 126 0 0 0 0 0 8 167 0 50336 331 0 0 0 88 239 6782 2383 0 0 0 83 0 0 27 0 0 0 0 11 0 0 0 0 0 10622 0 0 0 0 9183 0 0 1 0 0 0 0 0 71 99 0 0 0 0 2 5053 0 3570 1 0 0 551 0 0 0 0 323 99 713 0 0 0 0 0 10 0 0 0 0 207 0 158 24 0 0 0 0 0 0 0 0 0 72 32 4968 1 1308 97 0 0 0 0 4012 0 0 0 0 0 0 0 0 0 1016 0 98 0 0 0 51 0 0 0 0 0 0 0 0 3706 0 0 88 0 276 0 0 0 0 0 1 0 30 0 541 332 1 0 0 0 20 0 0 0 0 43 0 0 0 0 0 1 
32 116100 0 34 0 0 0 0 0 0 0 0 0 0 4216 0 0 78 0 42 0 0 1885 0 0 5 51 0 0 1204 157 0 0 0 0 0 5 122 0 42427 264 0 0 0 96 263 6718 2423 0 0 0 77 0 0 24 0 0 0 0 27 0 0 0 0 0 12600 0 0 0 0 8800 0 0 0 0 0 0 0 0 74 108 0 0 0 0 0 10897 0 3932 1 0 0 508 0 3 0 0 261 78 626 0 0 0 0 0 18 0 0 0 0 141 0 144 13 0 2 0 0 0 0 0 0 0 70 29 5117 0 1316 109 0 0 0 0 4440 0 0 0 0 0 0 0 0 0 1014 0 111 0 0 0 28 0 0 0 0 0 0 0 0 4029 0 0 100 0 312 0 0 0 1 0 1 0 30 0 676 333 1 0 0 0 6 0 0 0 0 52 0 0 0 0 0 1 
33 126067 0 43 0 0 0 0 0 0 0 0 0 0 4372 0 0 70 0 44 0 0 2026 0 0 8 77 0 0 1253 166 0 0 0 0 0 5 130 0 41922 233 0 0 0 105 283 7891 2411 0 0 0 90 0 0 40 0 0 0 0 8 0 0 0 0 0 14288 0 0 0 0 9013 0 0 0 0 0 0 0 0 96 130 0 0 0 0 0 14593 0 4554 2 0 0 556 0 0 0 0 244 93 723 0 0 0 0 0 20 0 0 0 0 170 0 106 8 0 3 0 0 0 0 0 0 0 91 43 5464 0 1373 123 0 0 0 0 5713 0 0 0 0 0 0 0 0 0 1040 0 137 0 0 0 55 0 0 0 0 0 0 0 0 4706 0 0 117 0 327 0 0 0 0 0 3 0 20 0 673 352 0 0 0 0 7 0 0 0 0 47 0 0 0 0 0 0 
